Time (min),Input 1: Ag Flow Rate in PFR #1 (uL/min),Input 2: Ag Flow Rate in PFR #2 (uL/min),Input 3: Ag Flow Rate in PFR #3 (uL/min),Input 4: Ag Flow Rate in PFR #4 (uL/min),Input 5: Ag Flow Rate in PFR #5 (uL/min),Input 6: SC/TA Flow Rate in PFR #1 (uL/min),Output 1: Mean Diameter of produced Ag NPs (nm),Output 2: ToxScore (-),,,,
951,1124.656616,455.4656649,945.9276362,1388.925824,766.3230443,689.5168494,82.3595229,0.215119651,,,,
952,1124.656616,455.4656649,945.9276362,1388.925824,766.3230443,689.5168494,82.27307425,0.215615778,,,,
953,1124.656616,455.4656649,945.9276362,1388.925824,766.3230443,689.5168494,79.73881589,0.229960584,,,,
954,1124.656616,455.4656649,945.9276362,1388.925824,766.3230443,689.5168494,73.73962053,0.262382355,,,,
955,1124.656616,455.4656649,945.9276362,1388.925824,766.3230443,689.5168494,71.85429545,0.27212537,,,,
956,1124.656616,455.4656649,945.9276362,1388.925824,766.3230443,689.5168494,71.74001696,0.272709085,,,,
957,1124.656616,455.4656649,945.9276362,1388.925824,766.3230443,689.5168494,71.73869759,0.27271582,,,,
958,1124.656616,455.4656649,945.9276362,1388.925824,766.3230443,689.5168494,71.7386944,0.272715836,,,,
959,1124.656616,455.4656649,945.9276362,1388.925824,766.3230443,689.5168494,71.7386944,0.272715836,,,,
960,1124.656616,455.4656649,945.9276362,1388.925824,766.3230443,689.5168494,71.7386944,0.272715836,,,,
961,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,71.738667,0.272715976,,,,
962,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,68.90710472,0.286928644,,,,
963,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,69.25520382,0.285207339,,,,
964,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,72.32325507,0.269721799,,,,
965,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,72.32021165,0.26973744,,,,
966,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,69.97503624,0.2816248,,,,
967,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,68.18963759,0.29045349,,,,
968,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,68.2012469,0.2903967,,,,
969,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,70.78491619,0.277556936,,,,
970,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,79.00975725,0.234015942,,,,
971,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,80.23654456,0.227173672,,,,
972,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,80.24394691,0.227132112,,,,
973,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,80.21931544,0.227270391,,,,
974,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,78.78631865,0.235252425,,,,
975,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,68.5844552,0.288517611,,,,
976,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,59.11528186,0.332369278,,,,
977,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,57.00696264,0.341400616,,,,
978,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,56.82631266,0.342162056,,,,
979,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,56.8208466,0.342185064,,,,
980,266.1111422,1087.685834,560.4802477,1788.08479,281.3120392,1045.388835,56.82078695,0.342185316,,,,
981,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,56.82200049,0.342180207,,,,
982,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,59.24945217,0.331785511,,,,
983,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,58.8455281,0.333539692,,,,
984,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,58.22574518,0.336212282,,,,
985,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,58.18779459,0.336375181,,,,
986,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,57.09147024,0.341043745,,,,
987,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,56.93381052,0.341709188,,,,
988,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,57.34326793,0.339977874,,,,
989,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,61.22496213,0.323065151,,,,
990,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,62.32821989,0.318093214,,,,
991,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,62.30954897,0.318177964,,,,
992,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,62.28297878,0.318298534,,,,
993,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,62.25567011,0.31842241,,,,
994,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,62.18293354,0.318752136,,,,
995,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,61.91692666,0.319955284,,,,
996,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,61.64562308,0.321178016,,,,
997,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,61.57468268,0.321497007,,,,
998,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,61.56919373,0.321521677,,,,
999,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,61.56904735,0.321522334,,,,
1000,209.6809736,1462.894812,457.4425003,1699.135898,814.2338062,1003.794049,61.56904581,0.321522341,,,,
1001,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,61.51487458,0.321765706,,,,
1002,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,59.20867725,0.331963034,,,,
1003,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,55.65467918,0.347052957,,,,
1004,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,55.96215555,0.34577739,,,,
1005,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,59.1716616,0.332124105,,,,
1006,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,58.664078,0.334324516,,,,
1007,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,45.13988347,0.387259821,,,,
1008,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,43.62395127,0.392509365,,,,
1009,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,44.72906719,0.388696063,,,,
1010,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,58.02588218,0.337069204,,,,
1011,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,64.03812618,0.310243051,,,,
1012,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,64.08253042,0.310036855,,,,
1013,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,64.08253974,0.310036811,,,,
1014,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,64.08253974,0.310036811,,,,
1015,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,64.08253974,0.310036811,,,,
1016,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,64.08253974,0.310036811,,,,
1017,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,64.08253974,0.310036811,,,,
1018,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,64.08253974,0.310036811,,,,
1019,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,64.08253974,0.310036811,,,,
1020,1671.451421,614.2164667,1173.906721,1537.898777,389.0746511,1078.249069,64.08253974,0.310036811,,,,
1021,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,65.16654743,0.304966395,,,,
1022,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,70.2911904,0.280041504,,,,
1023,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,69.62381198,0.283376695,,,,
1024,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,69.64329995,0.283279683,,,,
1025,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,70.10128294,0.280993278,,,,
1026,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,70.1244377,0.280877347,,,,
1027,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,74.58110664,0.257964871,,,,
1028,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,80.27459543,0.226960003,,,,
1029,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,80.33498669,0.226620708,,,,
1030,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,80.49153218,0.225740172,,,,
1031,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,86.80031701,0.189030895,,,,
1032,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,112.8096821,0.012471523,,,,
1033,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,123.8745198,-0.074946516,,,,
1034,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,124.1200596,-0.076969723,,,,
1035,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,124.1206508,-0.076974599,,,,
1036,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,124.1206511,-0.076974601,,,,
1037,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,124.1206511,-0.076974601,,,,
1038,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,124.1206511,-0.076974601,,,,
1039,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,124.1206511,-0.076974601,,,,
1040,1543.344391,1251.166855,1145.466828,1310.42592,1781.032817,292.9913499,124.1206511,-0.076974601,,,,
1041,1706.058161,690.8107633,1164.893433,523.2602491,1202.980842,1242.525089,124.0131719,-0.076088542,,,,
1042,1706.058161,690.8107633,1164.893433,523.2602491,1202.980842,1242.525089,120.3844928,-0.046580378,,,,
1043,1706.058161,690.8107633,1164.893433,523.2602491,1202.980842,1242.525089,112.8861349,0.011892708,,,,
1044,1706.058161,690.8107633,1164.893433,523.2602491,1202.980842,1242.525089,112.2166564,0.016949335,,,,
1045,1706.058161,690.8107633,1164.893433,523.2602491,1202.980842,1242.525089,110.5777775,0.029214431,,,,
1046,1706.058161,690.8107633,1164.893433,523.2602491,1202.980842,1242.525089,109.8985355,0.034250528,,,,
1047,1706.058161,690.8107633,1164.893433,523.2602491,1202.980842,1242.525089,97.53154473,0.121102698,,,,
