Time (min),Input 1: Ag Flow Rate in PFR #1 (uL/min),Input 2: Ag Flow Rate in PFR #2 (uL/min),Input 3: Ag Flow Rate in PFR #3 (uL/min),Input 4: Ag Flow Rate in PFR #4 (uL/min),Input 5: Ag Flow Rate in PFR #5 (uL/min),Input 6: SC/TA Flow Rate in PFR #1 (uL/min),Output 1: Mean Diameter of produced Ag NPs (nm),Output 2: ToxScore (-),,,,
2965,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,64.95483026,0.305962237,,,,
2966,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,64.8095019,0.306644252,,,,
2967,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,63.34669671,0.313438523,,,,
2968,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,59.40200867,0.331120434,,,,
2969,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,59.30029196,0.331564028,,,,
2970,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,61.22586965,0.323061091,,,,
2971,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,65.19529621,0.304830964,,,,
2972,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,65.51274356,0.303332218,,,,
2973,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,65.51353707,0.303328464,,,,
2974,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,65.51353716,0.303328464,,,,
2975,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,65.51353716,0.303328464,,,,
2976,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,65.51353716,0.303328464,,,,
2977,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,65.51353716,0.303328464,,,,
2978,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,65.51353716,0.303328464,,,,
2979,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,65.51353716,0.303328464,,,,
2980,1712.925867,808.0521037,607.6741534,422.5088348,1646.246908,991.0143658,65.51353716,0.303328464,,,,
2981,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,65.51250128,0.303333364,,,,
2982,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,60.9422088,0.324327649,,,,
2983,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,61.58534616,0.321449077,,,,
2984,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,63.61448858,0.312204314,,,,
2985,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,65.37180036,0.303998391,,,,
2986,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,71.69382794,0.272944789,,,,
2987,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,71.75091565,0.272653451,,,,
2988,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,72.23186992,0.270191213,,,,
2989,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,74.05888014,0.260711364,,,,
2990,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,74.26017554,0.259654649,,,,
2991,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,74.23356322,0.259794492,,,,
2992,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,71.98843613,0.271439203,,,,
2993,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,62.85158807,0.315709066,,,,
2994,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,59.36575402,0.331278614,,,,
2995,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,59.13495122,0.332283765,,,,
2996,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,59.13229024,0.332295335,,,,
2997,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,59.13228464,0.33229536,,,,
2998,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,59.13228464,0.33229536,,,,
2999,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,59.13228464,0.33229536,,,,
3000,760.180559,731.3989481,1368.043206,840.698354,744.4048363,1032.647062,59.13228464,0.33229536,,,,
3001,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,59.13043596,0.332303398,,,,
3002,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,58.23206538,0.336185145,,,,
3003,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,60.76248401,0.325127629,,,,
3004,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,61.7384957,0.320759948,,,,
3005,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,61.87912872,0.3201259,,,,
3006,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,61.99489386,0.319603079,,,,
3007,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,62.01118185,0.319529454,,,,
3008,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,65.74433976,0.302234982,,,,
3009,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,78.71939166,0.235622208,,,,
3010,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,79.9585337,0.22873216,,,,
3011,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,79.95763466,0.228737192,,,,
3012,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,79.95499827,0.228751949,,,,
3013,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,79.94920267,0.228784388,,,,
3014,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,79.91787957,0.228959672,,,,
3015,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,79.48009043,0.231403384,,,,
3016,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,77.27662287,0.243528408,,,,
3017,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,74.06080414,0.260701275,,,,
3018,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,72.41847121,0.269232174,,,,
3019,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,72.05768256,0.271084565,,,,
3020,258.157236,1480.42016,1359.401685,1473.61303,619.2204652,704.6805796,72.02111643,0.271271871,,,,
3021,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,72.05233676,0.271111954,,,,
3022,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,72.72730988,0.267640304,,,,
3023,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,73.43176536,0.263987863,,,,
3024,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,73.39553832,0.264176418,,,,
3025,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,72.05852831,0.271080232,,,,
3026,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,72.01570303,0.271299593,,,,
3027,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,65.74107138,0.302250489,,,,
3028,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,51.27451684,0.364608104,,,,
3029,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,50.72494991,0.366729424,,,,
3030,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,51.78621169,0.362616679,,,,
3031,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,63.44876945,0.312968594,,,,
3032,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,73.70826658,0.26254613,,,,
3033,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,74.067991,0.260663588,,,,
3034,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,74.0686697,0.260660029,,,,
3035,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,74.06866983,0.260660029,,,,
3036,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,74.06866983,0.260660029,,,,
3037,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,74.06866983,0.260660029,,,,
3038,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,74.06866983,0.260660029,,,,
3039,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,74.06866983,0.260660029,,,,
3040,1539.004691,427.8438165,1342.428663,1737.84655,850.1918572,818.0112641,74.06866983,0.260660029,,,,
3041,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,74.08253743,0.260587299,,,,
3042,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,79.79046032,0.229672105,,,,
3043,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,80.13637054,0.227735767,,,,
3044,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,81.39925025,0.220605462,,,,
3045,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,81.36959244,0.220774009,,,,
3046,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,76.1208723,0.249771686,,,,
3047,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,73.14552202,0.265475561,,,,
3048,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,73.13457778,0.265532344,,,,
3049,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,73.27595622,0.264798262,,,,
3050,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,73.44863593,0.263900028,,,,
3051,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,73.41607139,0.264069557,,,,
3052,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,68.89077253,0.287009226,,,,
3053,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,51.1346568,0.365149681,,,,
3054,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,46.92213585,0.380911686,,,,
3055,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,46.74681513,0.381544606,,,,
3056,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,46.74554276,0.381549193,,,,
3057,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,46.74554121,0.381549198,,,,
3058,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,46.74554121,0.381549198,,,,
3059,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,46.74554121,0.381549198,,,,
3060,295.3406752,412.9820468,370.430221,1438.395374,1617.337884,1830.442753,46.74554121,0.381549198,,,,
3061,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,46.74554463,0.381549186,,,,
3062,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,44.57349965,0.389237294,,,,
3063,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,44.63833904,0.389011889,,,,
3064,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,48.01373425,0.376929452,,,,
3065,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,48.08814625,0.376655389,,,,
3066,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,48.25444343,0.376041706,,,,
3067,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,54.33703651,0.352454965,,,,
3068,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,58.03570572,0.337027141,,,,
3069,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,57.98414016,0.337247873,,,,
3070,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,57.92380915,0.337505923,,,,
3071,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,57.96427674,0.337332857,,,,
3072,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,59.36087138,0.331299911,,,,
3073,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,63.0170481,0.314951911,,,,
3074,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,64.64485019,0.30741542,,,,
3075,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,64.69306208,0.307189782,,,,
3076,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,64.58849469,0.307678995,,,,
3077,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,64.47702367,0.308199784,,,,
3078,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,64.37644182,0.308669059,,,,
3079,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,64.45527323,0.308301314,,,,
3080,364.716208,485.6381916,994.7406625,1733.622931,1035.660637,556.9882599,65.48648859,0.303456404,,,,
3081,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,67.71484121,0.292769135,,,,
3082,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,67.55329664,0.293553926,,,,
3083,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,68.89224735,0.28700195,,,,
3084,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,62.42062589,0.317673463,,,,
3085,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,59.42351848,0.331026549,,,,
3086,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,57.80773051,0.338001804,,,,
3087,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,53.3114547,0.3565875,,,,
3088,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,53.17965097,0.357114021,,,,
3089,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,54.2643833,0.352749794,,,,
3090,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,59.62591363,0.330141782,,,,
3091,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,60.8264199,0.324843263,,,,
3092,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,60.8368909,0.324796668,,,,
3093,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,60.83677776,0.324797172,,,,
3094,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,60.76405141,0.325120661,,,,
3095,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,59.56825701,0.330394077,,,,
3096,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,56.41248711,0.343898949,,,,
3097,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,54.73739937,0.350824594,,,,
3098,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,54.48553298,0.351851375,,,,
3099,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,54.47241108,0.351904764,,,,
3100,287.9914335,1264.726049,861.689922,564.3882044,282.3450705,965.2535941,54.4721579,0.351905794,,,,
3101,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,54.79869648,0.350574129,,,,
3102,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,55.55302885,0.347473406,,,,
3103,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,55.78016176,0.346533077,,,,
3104,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,57.72655373,0.338348107,,,,
3105,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,57.70142643,0.33845522,,,,
3106,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,51.30218641,0.364500821,,,,
3107,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,50.96636148,0.365799811,,,,
3108,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,51.57088182,0.363456619,,,,
3109,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,57.00149255,0.341423701,,,,
3110,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.39196172,0.331164277,,,,
3111,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.41070208,0.331082493,,,,
3112,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.410705,0.33108248,,,,
3113,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.410705,0.33108248,,,,
3114,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.410705,0.33108248,,,,
3115,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.410705,0.33108248,,,,
3116,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.410705,0.33108248,,,,
3117,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.410705,0.33108248,,,,
3118,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.410705,0.33108248,,,,
3119,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.410705,0.33108248,,,,
3120,1134.952599,1394.548151,1787.765746,1024.42581,813.816574,1436.23024,59.410705,0.33108248,,,,
3121,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,59.45880156,0.330872486,,,,
3122,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,60.85491786,0.324716435,,,,
3123,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,58.45860861,0.335210845,,,,
3124,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,58.28895542,0.335940766,,,,
3125,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,57.97533373,0.337285553,,,,
3126,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,57.86718734,0.337747909,,,,
3127,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,57.18742063,0.340638031,,,,
3128,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,57.15702596,0.340766611,,,,
3129,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,56.81401305,0.342213827,,,,
3130,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,54.45646268,0.35196964,,,,
3131,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,53.95690858,0.353994034,,,,
3132,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,53.95318948,0.354009049,,,,
3133,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,53.95318837,0.354009053,,,,
3134,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,53.95318837,0.354009053,,,,
3135,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,53.95318837,0.354009053,,,,
3136,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,53.95318837,0.354009053,,,,
3137,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,53.95318837,0.354009053,,,,
3138,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,53.95318837,0.354009053,,,,
3139,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,53.95318837,0.354009053,,,,
3140,901.3651681,1214.096489,1565.836336,368.9276915,1028.064904,1534.362932,53.95318837,0.354009053,,,,
3141,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.95654843,0.353995488,,,,
3142,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,56.89062633,0.341891198,,,,
3143,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,56.97330649,0.341542625,,,,
3144,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,57.36073113,0.339903811,,,,
3145,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,57.80072502,0.338031706,,,,
3146,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,59.22693081,0.331883575,,,,
3147,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,59.23366287,0.331854265,,,,
3148,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,57.47483864,0.339419417,,,,
3149,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.4597,0.355994054,,,,
3150,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.18159628,0.357106257,,,,
3151,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.18404317,0.357096492,,,,
3152,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.36445572,0.356375481,,,,
3153,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.50652481,0.355806334,,,,
3154,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.51620568,0.355767507,,,,
3155,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.51626914,0.355767253,,,,
3156,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.51626919,0.355767253,,,,
3157,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.51626919,0.355767253,,,,
3158,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.51626919,0.355767253,,,,
3159,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.51626919,0.355767253,,,,
3160,824.3830175,424.9262002,1390.216159,364.9883136,1445.123594,1352.09805,53.51626919,0.355767253,,,,
3161,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,53.5131868,0.355779616,,,,
3162,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,52.64160496,0.359252559,,,,
3163,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,52.58788577,0.359465119,,,,
3164,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,52.51543691,0.359751517,,,,
3165,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,48.39483823,0.375522318,,,,
3166,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,46.53851382,0.382294191,,,,
3167,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,49.57712079,0.371101576,,,,
3168,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,57.13029834,0.340879632,,,,
3169,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,57.26464196,0.34031111,,,,
3170,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,57.48751614,0.339365552,,,,
3171,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,65.28316179,0.304416734,,,,
3172,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,97.13831976,0.123713749,,,,
3173,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,106.8259403,0.056685802,,,,
3174,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,106.9189887,0.056014704,,,,
3175,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,106.9190752,0.056014081,,,,
3176,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,106.9190752,0.056014081,,,,
3177,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,106.9190752,0.056014081,,,,
3178,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,106.9190752,0.056014081,,,,
3179,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,106.9190752,0.056014081,,,,
3180,1636.757271,1584.841325,739.0085681,369.1359085,1334.970678,342.5211686,106.9190752,0.056014081,,,,
3181,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,106.9070415,0.056100901,,,,
3182,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,104.8883076,0.070542642,,,,
3183,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,111.5604031,0.021879972,,,,
3184,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,115.3735144,-0.007130246,,,,
3185,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,115.5981722,-0.00886666,,,,
3186,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,115.9729777,-0.011770329,,,,
3187,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,115.6966141,-0.009628487,,,,
3188,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,108.1307011,0.047227983,,,,
3189,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,105.4575482,0.066495127,,,,
3190,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,105.3183816,0.06748645,,,,
3191,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,91.4917739,0.16018424,,,,
3192,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,66.71422444,0.297604988,,,,
3193,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,62.92828247,0.315358312,,,,
3194,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,62.8184518,0.315860502,,,,
3195,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,62.81808382,0.315862183,,,,
3196,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,62.81808365,0.315862184,,,,
3197,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,62.81808365,0.315862184,,,,
3198,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,62.81808365,0.315862184,,,,
3199,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,62.81808365,0.315862184,,,,
3200,1036.892206,917.80766,664.9681217,1343.177218,1134.14202,1024.904962,62.81808365,0.315862184,,,,
3201,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,62.81805548,0.315862313,,,,
3202,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,58.97916449,0.332960413,,,,
3203,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,58.99430542,0.332894713,,,,
3204,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,59.45621694,0.330883774,,,,
3205,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,59.46472333,0.330846622,,,,
3206,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,59.80102575,0.329374299,,,,
3207,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,59.86751262,0.329082418,,,,
3208,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,60.8077983,0.324926111,,,,
3209,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,73.10550938,0.265683127,,,,
3210,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,78.28485501,0.23801656,,,,
3211,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,78.32607229,0.237789934,,,,
3212,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,78.32564048,0.237792309,,,,
3213,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,78.32306858,0.237806453,,,,
3214,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,78.28089318,0.238038338,,,,
3215,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,77.46942838,0.242479087,,,,
3216,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,73.48048487,0.263734162,,,,
3217,287.5463081,1693.731133,657.6929492,1332.313146,284.6753072,733.1611352,68.6483148,0.288203614,,,,
